time,log_close,log_open,log_high,log_low,log_returns
2009-10-30T03:00:00+03:00,-6.680117840322366,-6.680117840322366,-6.680117840322366,-6.680117840322366,-0.007869371637838185
2009-10-31T03:00:00+03:00,-6.687319390079525,-6.687319390079525,-6.687319390079525,-6.687319390079525,-0.007201549757158254
2009-11-01T03:00:00+03:00,-6.709634194654279,-6.709634194654279,-6.709634194654279,-6.709634194654279,-0.0223148045747541
2009-11-02T03:00:00+03:00,-6.679711752179736,-6.679711752179736,-6.679711752179736,-6.679711752179736,0.02992244247454323
2009-11-03T03:00:00+03:00,-6.666221862556337,-6.666221862556337,-6.666221862556337,-6.666221862556337,0.01348988962339881
2009-11-04T03:00:00+03:00,-6.6406484322038155,-6.6406484322038155,-6.6406484322038155,-6.6406484322038155,0.025573430352521243
2009-11-05T03:00:00+03:00,-6.6406484322038155,-6.6406484322038155,-6.6406484322038155,-6.6406484322038155,0.0
2009-11-06T03:00:00+03:00,-6.6560709191343514,-6.6560709191343514,-6.6560709191343514,-6.6560709191343514,-0.015422486930535939
2009-11-07T03:00:00+03:00,-6.661153046789967,-6.661153046789967,-6.661153046789967,-6.661153046789967,-0.005082127655615665
2009-11-08T03:00:00+03:00,-6.676262678181733,-6.676262678181733,-6.676262678181733,-6.676262678181733,-0.015109631391766243
2009-11-09T03:00:00+03:00,-6.676262678181733,-6.676262678181733,-6.676262678181733,-6.676262678181733,0.0
2009-11-10T03:00:00+03:00,-6.696069113558279,-6.696069113558279,-6.696069113558279,-6.696069113558279,-0.019806435376545473
2009-11-11T03:00:00+03:00,-6.645806485426118,-6.645806485426118,-6.645806485426118,-6.645806485426118,0.050262628132160536
2009-11-12T03:00:00+03:00,-6.614391875895913,-6.614391875895913,-6.614391875895913,-6.614391875895913,0.031414609530205695
2009-11-13T03:00:00+03:00,-6.603702933617035,-6.603702933617035,-6.603702933617035,-6.603702933617035,0.010688942278877178
2009-11-14T03:00:00+03:00,-6.6560709191343514,-6.6560709191343514,-6.6560709191343514,-6.6560709191343514,-0.05236798551731603
2009-11-15T03:00:00+03:00,-6.696069113558279,-6.696069113558279,-6.696069113558279,-6.696069113558279,-0.03999819442392738
2009-11-16T03:00:00+03:00,-6.7345417412189095,-6.7345417412189095,-6.7345417412189095,-6.7345417412189095,-0.03847262766063064
2009-11-17T03:00:00+03:00,-6.743928704824427,-6.743928704824427,-6.743928704824427,-6.743928704824427,-0.009386963605517273
2009-11-18T03:00:00+03:00,-6.807294748668503,-6.807294748668503,-6.807294748668503,-6.807294748668503,-0.06336604384407618
2009-11-19T03:00:00+03:00,-6.8375391559724905,-6.8375391559724905,-6.8375391559724905,-6.8375391559724905,-0.030244407303987586
2009-11-20T03:00:00+03:00,-6.83326952105559,-6.83326952105559,-6.83326952105559,-6.83326952105559,0.0042696349169002445
2009-11-21T03:00:00+03:00,-6.846011283897786,-6.846011283897786,-6.846011283897786,-6.846011283897786,-0.012741762842195747
2009-11-22T03:00:00+03:00,-6.85022249078457,-6.85022249078457,-6.85022249078457,-6.85022249078457,-0.0042112068867838914
2009-11-23T03:00:00+03:00,-6.907375351163852,-6.907375351163852,-6.907375351163852,-6.907375351163852,-0.05715286037928191
2009-11-24T03:00:00+03:00,-6.98375118601006,-6.98375118601006,-6.98375118601006,-6.98375118601006,-0.0763758348462078
2009-11-25T03:00:00+03:00,-7.012738088202243,-7.012738088202243,-7.012738088202243,-7.012738088202243,-0.028986902192183805
2009-11-26T03:00:00+03:00,-7.016309778870227,-7.016309778870227,-7.016309778870227,-7.016309778870227,-0.0035716906679832405
2009-11-27T03:00:00+03:00,-7.058124783139403,-7.058124783139403,-7.058124783139403,-7.058124783139403,-0.041815004269176725
2009-11-28T03:00:00+03:00,-7.0716869706645005,-7.0716869706645005,-7.0716869706645005,-7.0716869706645005,-0.01356218752509708
2009-11-29T03:00:00+03:00,-7.094976821120284,-7.094976821120284,-7.094976821120284,-7.094976821120284,-0.023289850455783245
2009-11-30T03:00:00+03:00,-7.1015342216664425,-7.1015342216664425,-7.1015342216664425,-7.1015342216664425,-0.006557400546158831
2009-12-01T03:00:00+03:00,-7.117735843770066,-7.117735843770066,-7.117735843770066,-7.117735843770066,-0.016201622103623414
2009-12-02T03:00:00+03:00,-7.136854027335021,-7.136854027335021,-7.136854027335021,-7.136854027335021,-0.019118183564954983
2009-12-03T03:00:00+03:00,-7.167912979702999,-7.167912979702999,-7.167912979702999,-7.167912979702999,-0.031058952367978065
2009-12-04T03:00:00+03:00,-7.200986050364334,-7.200986050364334,-7.200986050364334,-7.200986050364334,-0.03307307066133536
2009-12-05T03:00:00+03:00,-7.198027369303016,-7.198027369303016,-7.198027369303016,-7.198027369303016,0.0029586810613180248
2009-12-06T03:00:00+03:00,-7.218583160941231,-7.218583160941231,-7.218583160941231,-7.218583160941231,-0.020555791638214416
2009-12-07T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,-0.020151468222524116
2009-12-08T03:00:00+03:00,-7.264044583003788,-7.264044583003788,-7.264044583003788,-7.264044583003788,-0.02530995384003276
2009-12-09T03:00:00+03:00,-7.283307278690558,-7.283307278690558,-7.283307278690558,-7.283307278690558,-0.019262695686770748
2009-12-10T03:00:00+03:00,-7.307531598972833,-7.307531598972833,-7.307531598972833,-7.307531598972833,-0.024224320282274725
2009-12-11T03:00:00+03:00,-7.31548294474456,-7.31548294474456,-7.31548294474456,-7.31548294474456,-0.00795134577172707
2009-12-12T03:00:00+03:00,-7.354292412865766,-7.354292412865766,-7.354292412865766,-7.354292412865766,-0.03880946812120545
2009-12-13T03:00:00+03:00,-7.389216294118223,-7.389216294118223,-7.389216294118223,-7.389216294118223,-0.03492388125245771
2009-12-14T03:00:00+03:00,-7.394099694615925,-7.394099694615925,-7.394099694615925,-7.394099694615925,-0.004883400497702084
2009-12-15T03:00:00+03:00,-7.394099694615925,-7.394099694615925,-7.394099694615925,-7.394099694615925,0.0
2009-12-16T03:00:00+03:00,-7.381831188718095,-7.381831188718095,-7.381831188718095,-7.381831188718095,0.012268505897830018
2009-12-17T03:00:00+03:00,-7.396542215207566,-7.396542215207566,-7.396542215207566,-7.396542215207566,-0.014711026489470314
2009-12-18T03:00:00+03:00,-7.3916631253977245,-7.3916631253977245,-7.3916631253977245,-7.3916631253977245,0.004879089809841197
2009-12-19T03:00:00+03:00,-7.369409858741679,-7.369409858741679,-7.369409858741679,-7.369409858741679,0.022253266656045767
2009-12-20T03:00:00+03:00,-7.374404540415299,-7.374404540415299,-7.374404540415299,-7.374404540415299,-0.0049946816736206046
2009-12-21T03:00:00+03:00,-7.374404540415299,-7.374404540415299,-7.374404540415299,-7.374404540415299,0.0
2009-12-22T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.009996116555564427
2009-12-23T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-24T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-25T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-26T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-27T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-28T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-29T03:00:00+03:00,-7.364408423859735,-7.364408423859735,-7.364408423859735,-7.364408423859735,0.0
2009-12-30T03:00:00+03:00,-7.349381385947123,-7.349381385947123,-7.349381385947123,-7.349381385947123,0.015027037912611618
2009-12-31T03:00:00+03:00,-7.2805741229584635,-7.2805741229584635,-7.2805741229584635,-7.2805741229584635,0.0688072629886598
2010-01-01T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.04183949379470864
2010-01-02T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-03T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-04T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-05T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-06T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-07T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-08T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-09T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-10T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-11T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-12T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-13T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-14T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-15T03:00:00+03:00,-7.238734629163755,-7.238734629163755,-7.238734629163755,-7.238734629163755,0.0
2010-01-16T03:00:00+03:00,-5.8672029869281985,-5.8672029869281985,-5.8672029869281985,-5.8672029869281985,1.3715316422355563
2010-01-17T03:00:00+03:00,-5.8781287189693465,-5.8781287189693465,-5.8781287189693465,-5.8781287189693465,-0.010925732041147995
2010-01-18T03:00:00+03:00,-5.827327327747878,-5.827327327747878,-5.827327327747878,-5.827327327747878,0.05080139122146843
2010-01-19T03:00:00+03:00,-5.901320415655185,-5.901320415655185,-5.901320415655185,-5.901320415655185,-0.07399308790730696
2010-01-20T03:00:00+03:00,-5.836387439404723,-5.836387439404723,-5.836387439404723,-5.836387439404723,0.06493297625046246
2010-01-21T03:00:00+03:00,-5.845340278625915,-5.845340278625915,-5.845340278625915,-5.845340278625915,-0.008952839221192832
2010-01-22T03:00:00+03:00,-5.793197465284788,-5.793197465284788,-5.793197465284788,-5.793197465284788,0.05214281334112769
2010-01-23T03:00:00+03:00,-5.741141721413569,-5.741141721413569,-5.741141721413569,-5.741141721413569,0.05205574387121903
2010-01-24T03:00:00+03:00,-5.7284758622468726,-5.7284758622468726,-5.7284758622468726,-5.7284758622468726,0.012665859166696158
2010-01-25T03:00:00+03:00,-5.727857977697845,-5.727857977697845,-5.727857977697845,-5.727857977697845,0.0006178845490278917
2010-01-26T03:00:00+03:00,-5.694000474801584,-5.694000474801584,-5.694000474801584,-5.694000474801584,0.03385750289626088
2010-01-27T03:00:00+03:00,-5.7492025240472655,-5.7492025240472655,-5.7492025240472655,-5.7492025240472655,-0.05520204924568173
2010-01-28T03:00:00+03:00,-5.719558260571939,-5.719558260571939,-5.719558260571939,-5.719558260571939,0.029644263475326227
2010-01-29T03:00:00+03:00,-5.726227489986719,-5.726227489986719,-5.726227489986719,-5.726227489986719,-0.006669229414780098
2010-01-30T03:00:00+03:00,-5.731947408783413,-5.731947408783413,-5.731947408783413,-5.731947408783413,-0.005719918796693868
2010-01-31T03:00:00+03:00,-5.714360222294123,-5.714360222294123,-5.714360222294123,-5.714360222294123,0.017587186489290474
2010-02-01T03:00:00+03:00,-5.7148211775714275,-5.7148211775714275,-5.7148211775714275,-5.7148211775714275,-0.00046095527730471986
2010-02-02T03:00:00+03:00,-5.694707774580544,-5.694707774580544,-5.694707774580544,-5.694707774580544,0.0201134029908836
2010-02-03T03:00:00+03:00,-5.656167286214759,-5.656167286214759,-5.656167286214759,-5.656167286214759,0.0385404883657845
2010-02-04T03:00:00+03:00,-5.635111254893619,-5.635111254893619,-5.635111254893619,-5.635111254893619,0.02105603132114009
2010-02-05T03:00:00+03:00,-5.610570858934316,-5.610570858934316,-5.610570858934316,-5.610570858934316,0.024540395959303574
2010-02-06T03:00:00+03:00,-5.606939833307478,-5.606939833307478,-5.606939833307478,-5.606939833307478,0.003631025626837925
2010-02-07T03:00:00+03:00,-5.589978009693148,-5.589978009693148,-5.589978009693148,-5.589978009693148,0.016961823614329852
2010-02-08T03:00:00+03:00,-5.57412884082942,-5.57412884082942,-5.57412884082942,-5.57412884082942,0.01584916886372767
2010-02-09T03:00:00+03:00,-5.572078125058783,-5.572078125058783,-5.572078125058783,-5.572078125058783,0.0020507157706370904
2010-02-10T03:00:00+03:00,-5.557909676433916,-5.557909676433916,-5.557909676433916,-5.557909676433916,0.01416844862486677
2010-02-11T03:00:00+03:00,-5.560565637743007,-5.560565637743007,-5.560565637743007,-5.560565637743007,-0.0026559613090908485
2010-02-12T03:00:00+03:00,-5.544082364298794,-5.544082364298794,-5.544082364298794,-5.544082364298794,0.016483273444213076
2010-02-13T03:00:00+03:00,-5.520299093042158,-5.520299093042158,-5.520299093042158,-5.520299093042158,0.023783271256636596
2010-02-14T03:00:00+03:00,-5.508172106535731,-5.508172106535731,-5.508172106535731,-5.508172106535731,0.012126986506426185
2010-02-15T03:00:00+03:00,-5.485295347678373,-5.485295347678373,-5.485295347678373,-5.485295347678373,0.022876758857358404
2010-02-16T03:00:00+03:00,-5.471849662309197,-5.471849662309197,-5.471849662309197,-5.471849662309197,0.013445685369176452
2010-02-17T03:00:00+03:00,-5.4582232424577235,-5.4582232424577235,-5.4582232424577235,-5.4582232424577235,0.01362641985147306
2010-02-18T03:00:00+03:00,-5.447513672910164,-5.447513672910164,-5.447513672910164,-5.447513672910164,0.010709569547559639
2010-02-19T03:00:00+03:00,-5.422745179923116,-5.422745179923116,-5.422745179923116,-5.422745179923116,0.02476849298704753
2010-02-20T03:00:00+03:00,-5.390577402773335,-5.390577402773335,-5.390577402773335,-5.390577402773335,0.03216777714978125
2010-02-21T03:00:00+03:00,-5.368402977714724,-5.368402977714724,-5.368402977714724,-5.368402977714724,0.022174425058611114
2010-02-22T03:00:00+03:00,-5.35889573943397,-5.35889573943397,-5.35889573943397,-5.35889573943397,0.009507238280754393
2010-02-23T03:00:00+03:00,-5.328846679582865,-5.328846679582865,-5.328846679582865,-5.328846679582865,0.03004905985110451
2010-02-24T03:00:00+03:00,-5.303354029265503,-5.303354029265503,-5.303354029265503,-5.303354029265503,0.025492650317362475
2010-02-25T03:00:00+03:00,-5.292500318426485,-5.292500318426485,-5.292500318426485,-5.292500318426485,0.010853710839017872
2010-02-26T03:00:00+03:00,-5.27770722224424,-5.27770722224424,-5.27770722224424,-5.27770722224424,0.014793096182244447
2010-02-27T03:00:00+03:00,-5.265225008848176,-5.265225008848176,-5.265225008848176,-5.265225008848176,0.0124822133960647
2010-02-28T03:00:00+03:00,-5.2404240006293215,-5.2404240006293215,-5.2404240006293215,-5.2404240006293215,0.024801008218854115
2010-03-01T03:00:00+03:00,-5.2219212997946975,-5.2219212997946975,-5.2219212997946975,-5.2219212997946975,0.01850270083462391
2010-03-02T03:00:00+03:00,-5.208063585170788,-5.208063585170788,-5.208063585170788,-5.208063585170788,0.013857714623909168
2010-04-25T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,-0.6010794051432393
2010-04-26T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-04-30T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-05-01T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-05-02T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-05-03T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-05-04T04:00:00+04:00,-5.809142990314028,-5.809142990314028,-5.809142990314028,-5.809142990314028,0.0
2010-05-05T04:00:00+04:00,-5.654992310486769,-5.7763531674910364,-5.654992310486769,-5.7763531674910364,0.15415067982725894
2010-05-06T04:00:00+04:00,-5.44914025628262,-5.521460917862246,-5.44914025628262,-5.521460917862246,0.20585205420414887
2010-05-07T04:00:00+04:00,-5.472670753692815,-5.44914025628262,-5.44914025628262,-5.472670753692815,-0.02353049741019486
2010-05-08T04:00:00+04:00,-5.654992310486769,-5.654992310486769,-5.654992310486769,-5.654992310486769,-0.182321556793954
2010-05-10T04:00:00+04:00,-5.546778725846536,-5.546778725846536,-5.546778725846536,-5.546778725846536,0.10821358464023234
2010-05-11T04:00:00+04:00,-5.496768305271875,-5.521460917862246,-5.496768305271875,-5.521460917862246,0.05001042057466165
2010-05-12T04:00:00+04:00,-5.426150738057921,-5.472670753692815,-5.426150738057921,-5.472670753692815,0.07061756721395351
2010-05-14T04:00:00+04:00,-5.521460917862246,-5.521460917862246,-5.521460917862246,-5.521460917862246,-0.09531017980432477
2010-05-18T04:00:00+04:00,-5.403677882205863,-5.360192770266124,-5.360192770266124,-5.403677882205863,0.11778303565638293
2010-05-19T04:00:00+04:00,-5.381698975487088,-5.381698975487088,-5.381698975487088,-5.381698975487088,0.02197890671877545
2010-05-20T04:00:00+04:00,-5.403677882205863,-5.403677882205863,-5.403677882205863,-5.403677882205863,-0.02197890671877545
2010-05-22T04:00:00+04:00,-5.360192770266124,-5.44914025628262,-5.360192770266124,-5.44914025628262,0.04348511193973881
2010-05-23T04:00:00+04:00,-5.403677882205863,-5.318520073865556,-5.318520073865556,-5.403677882205863,-0.04348511193973881
2010-05-25T04:00:00+04:00,-5.339139361068292,-5.339139361068292,-5.339139361068292,-5.339139361068292,0.06453852113757108
2010-05-26T04:00:00+04:00,-5.381698975487088,-5.381698975487088,-5.381698975487088,-5.381698975487088,-0.04255961441879563
2010-05-27T04:00:00+04:00,-5.381698975487088,-5.381698975487088,-5.381698975487088,-5.381698975487088,0.0
2010-05-28T04:00:00+04:00,-5.403677882205863,-5.403677882205863,-5.403677882205863,-5.403677882205863,-0.02197890671877545
2010-05-29T04:00:00+04:00,-5.403677882205863,-5.403677882205863,-5.403677882205863,-5.403677882205863,0.0
2010-05-30T04:00:00+04:00,-5.403677882205863,-5.403677882205863,-5.403677882205863,-5.403677882205863,0.0
2010-06-07T04:00:00+04:00,-5.403677882205863,-5.381698975487088,-5.381698975487088,-5.403677882205863,0.0
2010-06-09T04:00:00+04:00,-5.381698975487088,-5.381698975487088,-5.381698975487088,-5.381698975487088,0.02197890671877545
2010-06-10T04:00:00+04:00,-5.298317366548036,-5.298317366548036,-5.298317366548036,-5.298317366548036,0.08338160893905133
2010-06-14T04:00:00+04:00,-5.298317366548036,-5.298317366548036,-5.298317366548036,-5.298317366548036,0.0
2010-06-18T04:00:00+04:00,-5.298317366548036,-5.298317366548036,-5.298317366548036,-5.298317366548036,0.0
2010-06-22T04:00:00+04:00,-5.298317366548036,-5.298317366548036,-5.298317366548036,-5.298317366548036,0.0
2010-06-23T04:00:00+04:00,-5.298317366548036,-5.298317366548036,-5.298317366548036,-5.298317366548036,0.0
2010-06-24T04:00:00+04:00,-5.298317366548036,-5.2785147392518565,-5.221356325411908,-5.298317366548036,0.0
2010-06-26T04:00:00+04:00,-5.426150738057921,-5.426150738057921,-5.426150738057921,-5.426150738057921,-0.12783337150988494
2010-06-28T04:00:00+04:00,-5.149897361429764,-5.298317366548036,-5.149897361429764,-5.426150738057921,0.27625337662815763
2010-06-30T04:00:00+04:00,-5.221356325411908,-5.221356325411908,-5.221356325411908,-5.221356325411908,-0.07145896398214457
2010-07-01T04:00:00+04:00,-5.0206856299497575,-5.2030071867437115,-5.0206856299497575,-5.2030071867437115,0.20067069546215066
2010-07-02T04:00:00+04:00,-5.2030071867437115,-5.2030071867437115,-5.2030071867437115,-5.2030071867437115,-0.182321556793954
2010-07-03T04:00:00+04:00,-5.035953102080546,-5.099466507802871,-5.035953102080546,-5.2030071867437115,0.16705408466316563
2010-07-04T04:00:00+04:00,-4.990832666800076,-5.2030071867437115,-4.990832666800076,-5.2030071867437115,0.04512043528047016
2010-07-05T04:00:00+04:00,-4.8283137373023015,-5.2030071867437115,-4.8283137373023015,-5.2030071867437115,0.16251892949777424
2010-07-06T04:00:00+04:00,-5.149897361429764,-5.149897361429764,-5.149897361429764,-5.149897361429764,-0.3215836241274621
2010-07-07T04:00:00+04:00,-4.8283137373023015,-5.149897361429764,-4.8283137373023015,-5.149897361429764,0.3215836241274621
2010-07-08T04:00:00+04:00,-5.06720564558465,-5.06720564558465,-5.06720564558465,-5.06720564558465,-0.23889190828234863
2010-07-10T04:00:00+04:00,-4.815891217303744,-4.815891217303744,-4.815891217303744,-4.815891217303744,0.25131442828090655
2010-07-11T04:00:00+04:00,-4.961845129926823,-4.779523573132869,-4.779523573132869,-4.961845129926823,-0.14595391262307977
2010-07-12T04:00:00+04:00,-4.268697949366879,-4.422848629194137,-4.268697949366879,-4.605170185988091,0.6931471805599445
2010-07-13T04:00:00+04:00,-4.382026634673881,-4.135166556742356,-4.074541934925921,-4.382026634673881,-0.11332868530700235
2010-07-14T04:00:00+04:00,-3.907035463917107,-4.000854219134761,-2.772588722239781,-4.000854219134761,0.4749911707567742
2010-07-15T04:00:00+04:00,-3.101092789211817,-3.684887432844399,-2.624168717121508,-3.684887432844399,0.8059426747052898
2010-07-16T04:00:00+04:00,-2.5902671654458267,-3.0533613863906273,-2.3805466344637574,-3.1055471395611978,0.5108256237659905
2010-07-17T04:00:00+04:00,-3.0055806096088054,-3.0055806096088054,-3.0055806096088054,-3.0055806096088054,-0.41531344416297866
2010-07-18T04:00:00+04:00,-2.455270180659694,-2.823292716614487,-2.4551536916386527,-2.823292716614487,0.5503104289491114
2010-07-19T04:00:00+04:00,-2.5157783134550873,-2.397995277798704,-2.3744033807845177,-2.5609672964009644,-0.060508132795393355
2010-07-20T04:00:00+04:00,-2.593739854924799,-2.5033557934565303,-2.5033557934565303,-2.600182830233203,-0.0779615414697119
2010-07-21T04:00:00+04:00,-2.535652725505949,-2.6003175012993283,-2.535652725505949,-2.7129622454632307,0.0580871294188503
2010-07-22T04:00:00+04:00,-2.966367664924087,-2.535652725505949,-2.5033557934565303,-2.985781942700823,-0.430714939418138
2010-07-23T04:00:00+04:00,-2.7706705630838777,-2.985781942700823,-2.693112328738003,-2.985781942700823,0.19569710184020916
2010-07-24T04:00:00+04:00,-2.9088209015646944,-2.7869310839556576,-2.7869310839556576,-2.9859799821113127,-0.1381503384808167
2010-07-25T04:00:00+04:00,-2.985781942700823,-2.892273565185761,-2.823292716614487,-2.985781942700823,-0.07696104113612856
2010-07-26T04:00:00+04:00,-2.8824035882469876,-2.995732273553991,-2.8824035882469876,-2.995732273553991,0.10337835445383536
2010-07-27T04:00:00+04:00,-2.8134107167600364,-2.8841908988210836,-2.8051119139453413,-2.9374633654300153,0.06899287148695121
2010-07-28T04:00:00+04:00,-2.831914188324596,-2.8134107167600364,-2.7806208939370456,-2.9187712324178627,-0.01850347156455978
2010-07-29T04:00:00+04:00,-2.6606896297423726,-2.8184232585835804,-2.6606896297423726,-2.8629511623201727,0.17122455858222363
2010-07-30T04:00:00+04:00,-2.769393831343262,-2.6621212692138103,-2.6621212692138103,-2.843869924244745,-0.10870420160088923
2010-07-31T04:00:00+04:00,-2.690455892701259,-2.7333680090865,-2.6752442493770325,-2.8824035882469876,0.0789379386420026
2010-08-01T04:00:00+04:00,-2.7952434128045875,-2.796881414808826,-2.7333680090865,-2.8134107167600364,-0.10478752010332837
2010-08-02T04:00:00+04:00,-2.8132440639807155,-2.772588722239781,-2.7598699498320065,-2.8134107167600364,-0.018000651176127924
2010-08-03T04:00:00+04:00,-2.8134107167600364,-2.8134107167600364,-2.7333680090865,-2.8302178350764176,-0.00016665277932093048
2010-08-04T04:00:00+04:00,-2.864704011147587,-2.7757938531887296,-2.7756333524260066,-2.864704011147587,-0.05129329438755059
2010-08-05T04:00:00+04:00,-2.796881414808826,-2.8455896151242714,-2.796881414808826,-2.8473122684357177,0.06782259633876109
2010-08-06T04:00:00+04:00,-2.7757938531887296,-2.7806208939370456,-2.7741900036067553,-2.8018115809166844,0.021087561620096285
2010-08-07T04:00:00+04:00,-2.8302178350764176,-2.800165490010016,-2.7774002792370034,-2.8302178350764176,-0.05442398188768793
2010-08-08T04:00:00+04:00,-2.7985221042662856,-2.8302178350764176,-2.796881414808826,-2.8302178350764176,0.031695730810131995
2010-08-09T04:00:00+04:00,-2.65356201581814,-2.798357914133744,-2.610469872763346,-2.8251459729784574,0.14496008844814545
