time,open,high,low,close,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,OnBalanceVolume,Smoothing Line,ADX,NV
2009-10-18T04:00:00+04:00,0.00122546,0.00122546,0.00122546,0.00122546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0
2009-10-19T04:00:00+04:00,0.00124799,0.00124799,0.00124799,0.00124799,NaN,NaN,NaN,80.80540671257113,NaN,NaN,NaN,0,0,NaN,0
2009-10-20T04:00:00+04:00,0.00123349,0.00123349,0.00123349,0.00123349,NaN,NaN,NaN,79.23071680152674,NaN,NaN,NaN,0,0,NaN,0
2009-10-21T04:00:00+04:00,0.00121062,0.00121062,0.00121062,0.00121062,NaN,NaN,NaN,76.6921512049087,NaN,NaN,NaN,0,0,NaN,0
2009-10-22T04:00:00+04:00,0.00121981,0.00121981,0.00121981,0.00121981,NaN,NaN,NaN,77.01090163086953,NaN,NaN,NaN,0,0,NaN,0
2009-10-23T04:00:00+04:00,0.00125717,0.00125717,0.00125717,0.00125717,NaN,NaN,NaN,78.30955453964472,NaN,NaN,NaN,0,0,NaN,0
2009-10-24T04:00:00+04:00,0.0012732,0.0012732,0.0012732,0.0012732,NaN,NaN,NaN,78.86132723803593,NaN,NaN,NaN,0,0,NaN,0
2009-10-25T03:00:00+03:00,0.00128808,0.00128808,0.00128808,0.00128808,NaN,NaN,NaN,79.38555200904618,NaN,NaN,NaN,0,0,NaN,0
2009-10-26T03:00:00+03:00,0.00126622,0.00126622,0.00126622,0.00126622,NaN,NaN,NaN,76.38846390671489,NaN,NaN,NaN,0,0,NaN,0
2009-10-27T03:00:00+03:00,0.00126322,0.00126322,0.00126322,0.00126322,NaN,NaN,NaN,75.96460132015483,NaN,NaN,NaN,0,0,NaN,0
2009-10-28T03:00:00+03:00,0.00128455,0.00128455,0.00128455,0.00128455,NaN,NaN,NaN,76.94416450805383,NaN,NaN,NaN,0,0,NaN,0
2009-10-29T03:00:00+03:00,0.00126555,0.00126555,0.00126555,0.00126555,NaN,NaN,NaN,74.04916355059461,NaN,NaN,NaN,0,0,NaN,0
2009-10-30T03:00:00+03:00,0.00125563,0.00125563,0.00125563,0.00125563,NaN,0.00006807145436485071,NaN,72.51509696628314,NaN,NaN,NaN,0,0,NaN,0
2009-10-31T03:00:00+03:00,0.00124662,0.00124662,0.00124662,0.00124662,NaN,0.00006324743048491963,NaN,71.0748472768144,NaN,NaN,NaN,0,0,NaN,0
2009-11-01T03:00:00+03:00,0.00121911,0.00121911,0.00121911,0.00121911,NaN,0.000056552626242980294,NaN,66.71771255060816,75.99640430113048,NaN,NaN,0,0,51.992808602260965,0
2009-11-02T03:00:00+03:00,0.00125614,0.00125614,0.00125614,0.00125614,NaN,0.00005361689498513075,NaN,69.43397553368325,75.1841592169242,NaN,NaN,0,0,51.05531877833993,0
2009-11-03T03:00:00+03:00,0.0012732,0.0012732,0.0012732,0.0012732,NaN,0.000052066713572455165,NaN,70.62348767655524,74.5693571365691,NaN,NaN,0,0,50.35472281939497,0
2009-11-04T03:00:00+03:00,0.00130618,0.00130618,0.00130618,0.00130618,NaN,0.00005288971430528807,NaN,72.82516255066365,74.29314366126587,NaN,NaN,0,0,50.01869441096157,0
2009-11-05T03:00:00+03:00,0.00130618,0.00130618,0.00130618,0.00130618,NaN,0.00005293178366229043,NaN,72.82516255066363,73.99416229839403,NaN,NaN,0,0,49.70666803170198,0
2009-11-06T03:00:00+03:00,0.00128619,0.00128619,0.00128619,0.00128619,NaN,0.00005076688890025792,NaN,69.18041362656723,73.34208080460279,NaN,NaN,0,0,48.89625083323288,0
2009-11-07T03:00:00+03:00,0.00127967,0.00127967,0.00127967,0.00127967,-0.0000073740853679120065,0.000047972092275870614,0.00005534617764378262,67.98526901133006,72.56521950269521,NaN,NaN,0,0,47.97298563247768,0
2009-11-08T03:00:00+03:00,0.00126048,0.00126048,0.00126048,0.00126048,-0.000009313006051161644,0.00004370492007983056,0.000053017926130992206,64.45578461258214,71.49880754580492,NaN,NaN,0,0,46.611455889098146,0
2009-11-09T03:00:00+03:00,0.00126048,0.00126048,0.00126048,0.00126048,-0.000010523435118377365,0.0000398636322330205,0.000050387067351397866,64.45578461258214,70.64647331050973,NaN,NaN,0,0,45.34717827024573,0
2009-11-10T03:00:00+03:00,0.00123576,0.00123576,0.00123576,0.00123576,-0.00001276739467431399,0.00003442782400850538,0.00004719521868281937,59.816407943722645,69.49303092647885,NaN,NaN,0,0,43.5104381000457,0
2009-11-11T03:00:00+03:00,0.00129946,0.00129946,0.00129946,0.00129946,-0.00000986966174007962,0.000034858141507719846,0.000044727803247799465,66.5065234076928,68.74748513359593,NaN,NaN,0,0,42.760624436855686,0
2009-11-12T03:00:00+03:00,0.00134093,0.00134093,0.00134093,0.00134093,-0.00000529729122396553,0.00003810618921784256,0.000043403480441808086,70.0074105177672,68.45878848839398,NaN,NaN,0,0,42.56449562247559,0
2009-11-13T03:00:00+03:00,0.00135534,0.00135534,0.00135534,0.00135534,-0.0000016298139172636522,0.00004136621304522852,0.000042996026962492175,71.13638275706425,68.3603089020212,NaN,NaN,0,0,42.543657757593664,0
2009-11-14T03:00:00+03:00,0.00128619,0.00128619,0.00128619,0.00128619,-0.000004050650677172302,0.0000379327136160268,0.0000419833642931991,59.551874062936676,67.53723938674422,NaN,NaN,0,0,40.86937849818507,0
2009-11-15T03:00:00+03:00,0.00123576,0.00123576,0.00123576,0.00123576,-0.00000895672156166863,0.00003078746234111331,0.000039744183902781944,52.79893995066462,66.54304134389112,NaN,NaN,0,0,38.3499857412668,0
2009-11-16T03:00:00+03:00,0.00118912,0.00118912,0.00118912,0.00118912,-0.000014901021579740983,0.000021117906928105716,0.0000360189285078467,47.440918753568475,64.97210871674005,NaN,NaN,0,0,35.976284080666524,0
2009-11-17T03:00:00+03:00,0.00117801,0.00117801,0.00117801,0.00117801,-0.000018883049437671983,0.000012415116710756723,0.000031298166148428705,46.23723802219583,63.23023374142867,NaN,NaN,0,0,33.94408692887666,0
2009-11-18T03:00:00+03:00,0.00110568,0.00110568,0.00110568,0.00110568,-0.00002529029773045422,-3.1470601463906914e-7,0.00002497559171581515,39.25434973433973,60.83231854026268,NaN,NaN,0,0,33.054602186194074,0
2009-11-19T03:00:00+03:00,0.00107274,0.00107274,0.00107274,0.00107274,-0.00003031032918248387,-0.000012912319762289686,0.000017398009420194183,36.54734592091427,58.241045923852006,NaN,NaN,0,0,32.615366898478165,0
2009-11-20T03:00:00+03:00,0.00107733,0.00107733,0.00107733,0.00107733,-0.00003173356135522864,-0.00002226894227384162,0.000009464619081387023,37.19725629834592,55.95653468612191,NaN,NaN,0,0,32.11466122025173,0
2009-11-21T03:00:00+03:00,0.00106369,0.00106369,0.00106369,0.00106369,-0.00003191885004505221,-0.00003043394347492824,0.00000148490657012397,36.01668088238637,53.67306410548308,NaN,NaN,0,0,31.81837386417855,0
2009-11-22T03:00:00+03:00,0.00105922,0.00105922,0.00105922,0.00105922,-0.00003066054911045572,-0.000036840779817945684,-0.000006180230707489962,35.61772321220708,51.61320257688486,NaN,NaN,0,0,31.60024384356479,0
2009-11-23T03:00:00+03:00,0.00100038,0.00100038,0.00100038,0.00100038,-0.00003196328116883868,-0.00004613433216853831,-0.000014171050999699632,30.78384389619238,49.20806395428559,NaN,NaN,0,0,32.08824872671125,0
2009-11-24T03:00:00+03:00,0.00092682,0.00092682,0.00092682,0.00092682,-0.00003566947295270922,-0.00005875789219058616,-0.000023088419237876938,26.028031520171808,46.79460849546053,NaN,NaN,0,0,33.220797886207336,0
2009-11-25T03:00:00+03:00,0.00090034,0.00090034,0.00090034,0.00090034,-0.00003760198847567349,-0.0000700909048324688,-0.00003248891635679531,24.557267972339673,43.798233107221016,NaN,NaN,0,0,34.48255975542972,0
2009-11-26T03:00:00+03:00,0.00089713,0.00089713,0.00089713,0.00089713,-0.00003675075284820341,-0.00007842735741704957,-0.00004167660456884616,24.37743830760796,40.53894937792393,NaN,NaN,0,0,35.679885728955036,0
2009-11-27T03:00:00+03:00,0.00086039,0.00086039,0.00086039,0.00086039,-0.00003625538297620734,-0.00008699583328910534,-0.000050740450312898,22.3592686080013,37.054869795848006,NaN,NaN,0,0,37.07999837574378,0
2009-11-28T03:00:00+03:00,0.0008488,0.0008488,0.0008488,0.0008488,-0.00003432138337619984,-0.0000936421795331478,-0.00005932079615694796,21.74760859318569,34.354565119437225,NaN,NaN,0,0,38.46748297844984,0
2009-11-29T03:00:00+03:00,0.00082926,0.00082926,0.00082926,0.00082926,-0.000032016187040513353,-0.00009934102995758966,-0.0000673248429170763,20.71855551114163,32.06310908804273,NaN,NaN,0,0,39.90286912125462,0
2009-11-30T03:00:00+03:00,0.00082384,0.00082384,0.00082384,0.00082384,-0.00002862509720367247,-0.00010310621442166689,-0.00007448111721799442,20.429787206413096,30.133742548960203,NaN,NaN,0,0,41.2769802973917,0
2009-12-01T03:00:00+03:00,0.0008106,0.0008106,0.0008106,0.0008106,-0.00002516496863458379,-0.00010593732801122415,-0.00008077235937664036,19.70720306875552,28.238740052285895,NaN,NaN,0,0,42.65616698061294,0
2009-12-02T03:00:00+03:00,0.00079525,0.00079525,0.00079525,0.00079525,-0.000021920252799594863,-0.00010817267537613395,-0.00008625242257653908,18.87373767342831,26.782982047935075,NaN,NaN,0,0,44.05590681436511,0
2009-12-03T03:00:00+03:00,0.00077093,0.00077093,0.00077093,0.00077093,-0.000019503130613113254,-0.00011063133584293065,-0.00009112820522981739,17.603455012168837,25.42984698302468,NaN,NaN,0,0,45.537134183029195,0
2009-12-04T03:00:00+03:00,0.00074585,0.00074585,0.00074585,0.00074585,-0.00001773548747623965,-0.00011329756457511696,-0.00009556207709887731,16.379168797861183,23.942840732990057,NaN,NaN,0,0,47.087457627404085,0
2009-12-05T03:00:00+03:00,0.00074806,0.00074806,0.00074806,0.00074806,-0.000014685581190224283,-0.00011391905358665766,-0.00009923347239643338,16.927435771368508,22.579323225060214,NaN,NaN,0,0,48.44871982953686,0
2009-12-06T03:00:00+03:00,0.00073284,0.00073284,0.00073284,0.00073284,-0.00001207072880135787,-0.00011432188339813071,-0.00010225115459677284,16.14246321588837,21.188233225323163,NaN,NaN,0,0,49.824887953728755,0
2009-12-07T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,-0.000009799832419006628,-0.00011450094512053112,-0.00010470111270152449,15.403536864903302,20.089639865945372,NaN,NaN,0,0,51.20831926204767,0
2009-12-08T03:00:00+03:00,0.00070027,0.00070027,0.00070027,0.00070027,-0.00000805374215897284,-0.00011476829040024054,-0.0001067145482412677,14.524448058155002,19.267955332944176,NaN,NaN,0,0,52.61851816359354,0
2009-12-09T03:00:00+03:00,0.00068691,0.00068691,0.00068691,0.00068691,-0.0000064168439615238634,-0.00011473560319317253,-0.00010831875923164866,13.889098063158443,18.505943196574087,NaN,NaN,0,0,54.01875285717137,0
2009-12-10T03:00:00+03:00,0.00067047,0.00067047,0.00067047,0.00067047,-0.000005116127261033603,-0.00011471391830794066,-0.00010959779104690706,13.128080528467208,17.702417640921173,NaN,NaN,0,0,55.42768757759239,0
2009-12-11T03:00:00+03:00,0.00066516,0.00066516,0.00066516,0.00066516,-0.000003372357041486648,-0.00011381323734876536,-0.00011044088030727871,12.882553135226885,17.025509392865857,NaN,NaN,0,0,56.77105944558909,0
2009-12-12T03:00:00+03:00,0.00063984,0.00063984,0.00063984,0.00063984,-0.0000027116059450565092,-0.00011383038773859935,-0.00011111878179354284,11.753724325156298,16.31166051657804,NaN,NaN,0,0,58.17973743873897,0
2009-12-13T03:00:00+03:00,0.00061788,0.00061788,0.00061788,0.00061788,-0.0000025437002688655783,-0.00011429840712962481,-0.00011175470686075923,10.864541882366353,15.607802400236949,NaN,NaN,0,0,59.614821638491,0
2009-12-14T03:00:00+03:00,0.00061487,0.00061487,0.00061487,0.00061487,-0.000001478360110279922,-0.00011360265699860914,-0.00011212429688832921,10.744558036701633,14.916000316686128,NaN,NaN,0,0,60.9645403733557,0
2009-12-15T03:00:00+03:00,0.00061487,0.00061487,0.00061487,0.00061487,2.890883539953678e-7,-0.000111762936445835,-0.00011205202479983037,10.744558036701633,14.275811385825138,NaN,NaN,0,0,62.21785062715863,0
2009-12-16T03:00:00+03:00,0.00062246,0.00062246,0.00062246,0.00062246,0.000002887669310652096,-0.00010844243816151525,-0.00011133010747216735,13.537013395641637,13.894616794554663,NaN,NaN,0,0,62.982716525841354,0
2009-12-17T03:00:00+03:00,0.00061337,0.00061337,0.00061337,0.00061337,0.000004799905889168942,-0.00010533022511070617,-0.00011013013099987511,13.011962820376795,13.566653066569518,NaN,NaN,0,0,63.767956371084566,0
2009-12-18T03:00:00+03:00,0.00061637,0.00061637,0.00061637,0.00061637,0.000006942328106013891,-0.00010145222086735775,-0.00010839454897337164,14.194824113915729,13.410628446287701,NaN,NaN,0,0,64.328127471162,0
2009-12-19T03:00:00+03:00,0.00063024,0.00063024,0.00063024,0.00063024,0.000009794591944390106,-0.000096151309042884,-0.0001059459009872741,19.63580004304424,13.604083037121681,NaN,NaN,0,0,64.07100407421554,0
2009-12-20T03:00:00+03:00,0.0006271,0.0006271,0.0006271,0.0006271,0.000011834388057852381,-0.00009115291591495862,-0.000102987303972811,19.33685793301609,13.83225408834509,NaN,NaN,0,0,63.87495264991213,0
2009-12-21T03:00:00+03:00,0.0006271,0.0006271,0.0006271,0.0006271,0.00001343143015873616,-0.0000861980162743908,-0.00009962944643312696,19.33685793301609,14.11320559321029,NaN,NaN,0,0,63.69290489877325,0
2009-12-22T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000015038681372011616,-0.00008083109471811244,-0.00009586977609012405,22.096641005729495,14.654076518037039,NaN,NaN,0,0,63.12960583375666,0
2009-12-23T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000016131749215783704,-0.00007570508957039442,-0.00009183683878617812,22.096641005729495,15.240329585363542,NaN,NaN,0,0,62.60654241624126,0
2009-12-24T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000016808468942778576,-0.0000708262526077049,-0.00008763472155048347,22.096641005729495,15.880941048025134,NaN,NaN,0,0,62.12084067140553,0
2009-12-25T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000017150445069141233,-0.00006619666521405694,-0.00008334711028319817,22.096641005729495,16.539090181632464,NaN,NaN,0,0,61.669831908343774,0
2009-12-26T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000017225594104565265,-0.0000618151176524916,-0.00007904071175705686,22.096641005729495,17.277869944530547,NaN,NaN,0,0,61.251038056929296,0
2009-12-27T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000017090301038730105,-0.000057677835458644225,-0.00007476813649737433,22.096641005729495,18.080162739056487,NaN,NaN,0,0,60.86215805204442,0
2009-12-28T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.000016791246973759215,-0.000053779077780175314,-0.00007057032475393453,22.096641005729495,18.89102580827276,NaN,NaN,0,0,60.501055190365605,0
2009-12-29T03:00:00+03:00,0.0006334,0.0006334,0.0006334,0.0006334,0.00001636695694698377,-0.00005011162857020482,-0.00006647858551718859,22.096641005729495,19.70188887748904,NaN,NaN,0,0,60.16574539023527,0
2009-12-30T03:00:00+03:00,0.00064299,0.00064299,0.00064299,0.00064299,0.00001646112122031695,-0.000045902183991792405,-0.00006236330521210936,28.80483815603415,20.792447788945648,NaN,NaN,0,0,58.896072411499304,0
2009-12-31T03:00:00+03:00,0.00068879,0.00068879,0.00068879,0.00068879,0.00001914862573985603,-0.00003842752303728932,-0.00005757614877714535,50.65742999861244,23.481409730248195,NaN,NaN,0,0,54.78312866762256,0
2010-01-01T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000022232363508437455,-0.00002978569439159853,-0.000052018057900035985,59.30186229020046,26.703341028554245,NaN,NaN,0,0,52.1988855185353,0
2010-01-02T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0000234739720720066,-0.000022675592810027733,-0.00004614956488203433,59.30186229020046,29.536631189065407,NaN,NaN,0,0,49.799231165811406,0
2010-01-03T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000023442380634635752,-0.000016846589088739643,-0.000040288969723375395,59.30186229020046,32.39127435743572,NaN,NaN,0,0,47.57098069542494,0
2010-01-04T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.00002256099825063542,-0.00001208772191008112,-0.00003464872016071654,59.30186229020046,35.24591752580603,NaN,NaN,0,0,45.50189097292323,0
2010-01-05T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000021141765806824963,-0.000008221512902185338,-0.0000293632787090103,59.30186229020047,37.90343333183967,NaN,NaN,0,0,43.58059337345735,0
2010-01-06T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.00001941163151447446,-0.000005098739315917227,-0.000024510370830391687,59.30186229020047,40.56094913787331,NaN,NaN,0,0,41.79653131681045,0
2010-01-07T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000017533083430354306,-0.000002594016542448803,-0.00002012709997280311,59.30186229020047,43.21846494390695,NaN,NaN,0,0,40.13990226420977,0
2010-01-08T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000015620027607813018,-6.020654630368386e-7,-0.000016222093070849857,59.30186229020047,45.875980749940595,NaN,NaN,0,0,38.60160385822343,0
2010-01-09T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.00001375002734822288,9.654411144287452e-7,-0.000012784586233794136,59.30186229020047,48.53349655597424,NaN,NaN,0,0,37.173183909807534,0
2010-01-10T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000011973702891331211,0.000002182542380369879,-0.000009791160510961332,59.30186229020047,51.191012362007875,NaN,NaN,0,0,35.84679395770706,0
2010-01-11T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000010321919985115847,0.0000031112394704334778,-0.000007210680514682369,59.30186229020047,53.84852816804152,NaN,NaN,0,0,34.61514614504234,0
2010-01-12T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000008811260755923422,0.0000038033954302219095,-0.000005007865325701513,59.30186229020047,56.50604397407516,NaN,NaN,0,0,33.47147317613938,0
2010-01-13T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.000007448163720911828,0.000004302339325438272,-0.000003145824395473556,59.30186229020047,58.684402840801326,NaN,NaN,0,0,32.409491133586634,0
2010-01-14T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.00000623203573771571,0.000004644220276671081,-0.0000015878154610446284,59.30186229020047,59.30186229020047,NaN,NaN,0,0,31.423364951216232,0
2010-01-15T03:00:00+03:00,0.00071822,0.00071822,0.00071822,0.00071822,0.0000051575724773118745,0.000004859150135595215,-2.9842234171665956e-7,59.301862290200475,59.30186229020047,NaN,NaN,0,0,30.50767635330085,0
2010-01-16T03:00:00+03:00,0.00283078,0.00283078,0.00283078,0.00283078,0.0001390351157839276,0.00017349547238819287,0.00003446035660426525,98.96234206474243,62.13475370266775,NaN,NaN,0,0,35.32317690874257,0
2010-01-17T03:00:00+03:00,0.00280002,0.00280002,0.00280002,0.00280002,0.00021338131594317978,0.00030118700153323997,0.00008780568559006019,97.4728808773093,64.86125503031839,NaN,NaN,0,0,39.58193296916228,0
2010-01-18T03:00:00+03:00,0.00294594,0.00294594,0.00294594,0.00294594,0.0002573060385294842,0.0004094382337519154,0.00015213219522243124,97.65331828867103,67.60064474449486,NaN,NaN,0,0,43.56226894117512,0
2010-01-19T03:00:00+03:00,0.00273583,0.00273583,0.00273583,0.00273583,0.0002565531064364147,0.0004728235782679496,0.0002162704718315349,87.91910783675102,69.6447337121056,NaN,NaN,0,0,45.8676937077699,0
2010-01-20T03:00:00+03:00,0.00291937,0.00291937,0.00291937,0.00291937,0.0002523736428216963,0.0005317375253586552,0.00027936388253695896,88.95485518132253,71.76280463290004,NaN,NaN,0,0,48.15640918311813,0
2010-01-21T03:00:00+03:00,0.00289335,0.00289335,0.00289335,0.00289335,0.00023231674980951514,0.0005697598197988529,0.00033744306998933777,87.8055430201741,73.79878182789817,NaN,NaN,0,0,50.11745753006313,0
2010-01-22T03:00:00+03:00,0.00304822,0.00304822,0.00304822,0.00304822,0.00021437408746438478,0.0006054106793198187,0.00039103659185543395,88.73819781886402,75.9013772228027,NaN,NaN,0,0,52.07166739489634,0
2010-01-23T03:00:00+03:00,0.0032111,0.0032111,0.0032111,0.0032111,0.0001987197455293114,0.0006394362737670732,0.0004407165282377618,89.63598165479269,78.06810003455928,NaN,NaN,0,0,54.01454567451698,0
2010-01-24T03:00:00+03:00,0.00325203,0.00325203,0.00325203,0.00325203,0.00017708481836744156,0.0006620725511970638,0.0004849877328296222,89.85484904940118,80.25045623164503,NaN,NaN,0,0,55.849913704823074,0
2010-01-25T03:00:00+03:00,0.00325404,0.00325404,0.00325404,0.00325404,0.00014994811928303398,0.0006724228819334147,0.0005224747626503808,89.86616694378043,82.4336208497579,NaN,NaN,0,0,57.55580086073291,0
2010-01-26T03:00:00+03:00,0.0033661,0.0033661,0.0033661,0.0033661,0.00012746693855978947,0.0006818084358501176,0.0005543414972903281,90.5023231335831,84.66222519571379,NaN,NaN,0,0,59.23071838976386,0
2010-01-27T03:00:00+03:00,0.00318532,0.00318532,0.00318532,0.00318532,0.00009010335958559298,0.0006669706967723193,0.0005768673371867264,81.60256379878957,86.2551324463273,NaN,NaN,0,0,59.51460476175067,0
2010-01-28T03:00:00+03:00,0.00328116,0.00328116,0.00328116,0.00328116,0.0000628183206405912,0.0006553902379874653,0.0005925719173468741,82.58055288484559,87.91789606023053,NaN,NaN,0,0,59.91792626231784,0
2010-01-29T03:00:00+03:00,0.00325935,0.00325935,0.00325935,0.00325935,0.00003562931835228,0.0006371085652872241,0.0006014792469349441,81.51854759510398,89.50480215343792,NaN,NaN,0,0,60.14072404288143,0
2010-01-30T03:00:00+03:00,0.00324076,0.00324076,0.00324076,0.00324076,0.000010050088861390414,0.0006140418580116822,0.0006039917691502918,80.56746767029708,88.1908825538347,NaN,NaN,0,0,60.2117391355752,0
2010-01-31T03:00:00+03:00,0.00329826,0.00329826,0.00329826,0.00329826,-0.000008346280894524875,0.0005935589180321357,0.0006019051989266605,81.29441833379019,87.03527808644047,NaN,NaN,0,0,60.38153181643271,0
2010-02-01T03:00:00+03:00,0.00329674,0.00329674,0.00329674,0.00329674,-0.000025023700878591703,0.0005706255728284209,0.0005956492737070126,81.207934600256,85.86060782298226,NaN,NaN,0,0,60.52684162958123,0
2010-02-02T03:00:00+03:00,0.00336372,0.00336372,0.00336372,0.00336372,-0.00003532091448597331,0.000551498130599546,0.0005868190450855193,82.11105305444549,85.44574676710329,NaN,NaN,0,0,60.790789092389076,0
2010-02-03T03:00:00+03:00,0.00349589,0.00349589,0.00349589,0.00349589,-0.00003683856437587576,0.0005407708396156746,0.0005776094039915504,83.76871350210996,85.07530807573096,NaN,NaN,0,0,61.272691800377,0
2010-02-04T03:00:00+03:00,0.00357028,0.00357028,0.00357028,0.00357028,-0.00003637721817654647,0.0005321378812708673,0.0005685150994474138,84.6318862448377,84.84861830606407,NaN,NaN,0,0,61.84348327818403,0
2010-02-05T03:00:00+03:00,0.00365898,0.00365898,0.00365898,0.00365898,-0.000033703518290309487,0.0005263857015845269,0.0005600892198748364,85.61424724075468,84.62547897905627,NaN,NaN,0,0,62.513841221278696,0
2010-02-06T03:00:00+03:00,0.00367229,0.00367229,0.00367229,0.00367229,-0.00003451771427915727,0.0005169420770258898,0.0005514597913050471,85.76132910146023,84.34871808238965,NaN,NaN,0,0,63.157328148538824,0
2010-02-07T03:00:00+03:00,0.00373511,0.00373511,0.00373511,0.00373511,-0.000034237088942935595,0.0005086634301263776,0.0005429005190693132,86.46472243743398,84.10656618153486,NaN,NaN,0,0,63.85533648613375,0
2010-02-08T03:00:00+03:00,0.00379478,0.00379478,0.00379478,0.00379478,-0.0000334079540440837,0.0005011405765142085,0.0005345485305582922,87.11579474157368,83.91011102423438,NaN,NaN,0,0,64.59649741449186,0
2010-02-09T03:00:00+03:00,0.00380257,0.00380257,0.00380257,0.00380257,-0.00003551320551310939,0.0004901570236669054,0.0005256702291800148,87.20234305768163,83.67439816166997,NaN,NaN,0,0,65.29708232169698,0
2010-02-10T03:00:00+03:00,0.00385683,0.00385683,0.00385683,0.00385683,-0.00003630076413168649,0.00048029427401540675,0.0005165950381470932,87.81625866310209,84.11823350912086,NaN,NaN,0,0,66.03532767916177,0
2010-02-11T03:00:00+03:00,0.0038466,0.0038466,0.0038466,0.0038466,-0.000040253997630645055,0.00046627754110878687,0.0005065315387394319,86.96917928658401,84.43170682353075,NaN,NaN,0,0,66.5998298858765,0
2010-02-12T03:00:00+03:00,0.00391053,0.00391053,0.00391053,0.00391053,-0.0000411597148310247,0.000455081895200651,0.0004962416100316757,87.7635416654569,84.87777782855595,NaN,NaN,0,0,67.23749084623633,0
2010-02-13T03:00:00+03:00,0.00400465,0.00400465,0.00400465,0.00400465,-0.00003808736207687685,0.00044863240743557966,0.0004867197695124565,88.84198139056583,85.46881452286087,NaN,NaN,0,0,67.98366741301456,0
