timestamp,log_close,Close,log_returns,diff_fear_greed,volatility_kcp,volume_em,volume_vpt,momentum_stoch_rsi,volatility_bbp,momentum_stoch,momentum_wr,volatility_dcp,momentum_rsi,momentum_uo,trend_cci,volatility_kchi,momentum_roc,volatility_bbhi,volume_fi,trend_adx_pos,volume_cmf,momentum_ppo_hist,momentum_stoch_rsi_k,trend_vortex_ind_pos,volume_mfi,momentum_stoch_signal,trend_vortex_ind_diff,trend_psar_up_indicator,trend_macd_diff,trend_stc,volume_sma_em,trend_aroon_ind,momentum_tsi,trend_aroon_down,trend_vortex_ind_neg,trend_psar_down_indicator,trend_adx_neg,volatility_bbli
2018-01-19,-0.43001709715243297,0.6504979729652405,-0.014263787920802073,-0.02608898072285863,0.26637890519772917,1.1919811483466813e-05,54536349.916950785,0.044575502501984804,0.2013504922752822,34.216071029990644,-65.78392897000936,0.23672495855494005,47.40026789119584,52.12232941419965,-88.87183901507353,0.0,-35.49974533334736,0.0,-16556285.263652235,21.427782468795012,0.09742710640891138,-7.781916536631496,0.0362425054430744,0.8683296718409126,40.5663769086086,27.493279962662626,-0.37306313109688904,0.0,-0.05001769744394012,0.0,-0.001931328903661088,28.0,8.85362135631279,12.0,1.2413928029378016,0.0,30.07247318361043,0.0
2018-01-20,-0.3460035230530937,0.7075099945068359,0.0840135740993393,0.07218838129728274,0.4486849149744817,0.00036931969155508794,56471990.32321514,0.16255712491804242,0.298289835149267,44.235423243481144,-55.764576756518856,0.30102979519797324,50.94995580988141,54.15864025253453,-66.2463148652604,0.0,-21.30051076226081,0.0,-8173898.34961325,22.44100744170281,0.11738644771322335,-6.793435255310931,0.08929011681744703,0.868303290775772,47.38552994093533,35.15201889812109,-0.27248187308251004,0.0,-0.04394346097893455,0.0,-0.0016462090803182733,28.0,7.727969872141752,8.0,1.140785163858282,0.0,28.925502153459988,0.0
2018-01-21,-0.4891244821669526,0.6131629943847656,-0.14312095911385891,-0.15494615191591546,0.15983068619589116,-0.0005229603937366799,-48294535.35259253,0.0,0.16380604925822184,30.882445033546944,-69.11755496645306,0.1946141960565964,45.48011673371494,52.46290356488719,-91.66862655050531,0.0,-24.741543328432506,0.0,-18432038.230419755,21.15091852485359,0.05599726379191362,-6.759701826345342,0.06904420914000907,0.8197311107468482,41.641688534308486,36.44464643567291,-0.3209022741631421,0.0,-0.04455025101593543,0.0,-0.0017268800265250743,28.0,5.071000333599798,4.0,1.1406333849099903,0.0,30.062781428212897,0.0
2018-01-22,-0.5613157408957196,0.5704579949378967,-0.07219125872876697,-0.08401645153082353,0.05944708135353302,-0.0015068344806698408,-149469877.43526655,0.0,0.1341844959111494,24.5577381699935,-75.4422618300065,0.14644649494695994,43.218417224623785,54.75591333867086,-110.87105717015237,0.0,-28.074277552346764,0.0,-18989465.830462832,19.988903703263077,0.032533244440935735,-6.881721397786741,0.05418570830601414,0.8858008290139925,41.22787471846913,33.225202149007195,-0.28179611698582563,0.0,-0.04591555922337312,0.0,-0.0009722673166889893,24.000000000000004,2.180218560459387,4.0,1.1675969459998181,0.0,31.865235746731802,0.0
2018-01-23,-0.5743513260347067,0.5630699992179871,-0.013035585138987171,-0.024860777941043726,0.13778439772169704,-0.00039503437964905454,-41293326.13578157,0.0,0.15479865975588383,23.160362372970706,-76.83963762702929,0.1381134478975477,42.82167395197292,56.98952186725101,-105.63410319023238,0.0,-18.207412059790276,0.0,-16673481.599407248,19.238842402523556,-0.013013198591816209,-6.768871642168463,0.0,0.8670961375050056,41.02182773014536,26.200181858837052,-0.28532823074225633,0.0,-0.045326220694676005,0.0,-0.0008995281273046216,-76.0,-0.2783240958726304,100.0,1.152424368247262,0.0,30.7670035935726,0.0
2018-01-24,-0.474480838237644,0.6222079992294312,0.09987048779706276,0.0880452949950062,0.43349220634344704,0.00045319914253024417,67583136.7313276,0.22444580051260044,0.2621748687951167,34.345806034994936,-65.65419396500506,0.22368564516966288,47.01463944962749,54.62689697399161,-79.57755707608156,0.0,-30.673823321857025,0.0,-8463606.99976299,20.634806427581157,0.049605756569318156,-5.854848890010973,0.07481526683753348,0.9337218738494167,45.644991778486066,27.35463552598638,-0.15113806884153014,0.0,-0.03919380030284584,0.0,-0.0003986037382896673,-76.0,-1.214762363729578,96.0,1.0848599426909469,0.0,29.272267174603968,0.0
2018-01-25,-0.4502088744685285,0.6374949812889099,0.0242719637691155,0.012446770967058946,0.5577383582523943,0.0005811121411012883,88540242.05278698,0.28118710393533936,0.30814355491956014,37.237207106312624,-62.762792893687376,0.320962139940649,48.07464737581783,52.3372669799734,-50.250993112805695,0.0,-27.89529579679662,0.0,-5824501.6976701,22.536111416964697,0.041960121008081025,-4.875850172518642,0.16854430148264657,1.0240010785105491,49.864649862244256,31.58112517142609,-0.03116349231790938,0.0,-0.032617694119568726,0.0,8.376440233733389e-05,-76.0,-1.6965435170486927,92.0,1.0551645708284585,0.0,28.2758698285291,0.0
2018-01-26,-0.47259583039728514,0.6233819723129272,-0.02238695592875667,-0.03421214873081323,0.5091682276497733,-0.00045726934081754877,-1845260.402372731,0.2421709717598963,0.29859553827220836,34.567852938570255,-65.43214706142975,0.30291705545097414,47.13708856671499,52.37423107285217,-63.50567023208411,0.0,-22.296959603106245,0.0,-6625631.81270446,21.428937057954204,0.04725517502427948,-4.178861873340697,0.24926795873594534,0.9436409567054144,44.418022354223645,35.383622026625936,-0.21675034208507038,0.0,-0.027910121051826404,0.0,-0.0005556301096352116,-76.0,-2.3498310898830943,88.0,1.1603912987904847,0.0,30.025216021531637,0.0
2018-01-27,-0.48315700230427944,0.616832971572876,-0.010561171906994293,-0.022386364709050848,0.45349980542262985,5.209281209334377e-05,-21413936.526610848,0.3040668366380636,0.2975650159649739,39.697799338836184,-60.302200661163816,0.31539312457000157,46.68212861697006,51.1014126573932,-59.25841614113604,0.0,-20.77532960327263,0.0,-5989076.244288629,20.94680840404504,0.05665248123091101,-3.6140040280616765,0.27580830411109974,0.8496784072788566,43.82886740031865,37.16761979457302,-0.35510840163320156,0.0,-0.024074156954277073,0.0,-0.0008754101052615511,-76.0,-3.0151068611501333,84.0,1.2047868089120581,0.0,29.349680088757985,0.0
2018-01-28,-0.4000507923424934,0.6702859997749329,0.08310620996178603,0.07128101715972947,0.7874552491427368,0.0007011938993355844,24695646.581689775,0.7123572428396957,0.4433798978208976,51.73986202277348,-48.26013797722652,0.4343934599881536,50.851783698126866,57.96214459088946,-24.147335702438806,0.0,6.990185721211918,0.0,-2650631.4304563203,23.128256978236752,0.06892366591658748,-2.563331243090832,0.4195316837458852,0.914065987205709,46.23858672761525,42.00183810005998,-0.21128266158737474,1.0,-0.017101528865191375,0.0,-0.0003122001270180911,-76.0,-2.4961269705503044,80.0,1.1253486487930837,0.0,28.17040209841229,0.0
