timestamp,log_close,Close,log_returns,diff_fear_greed,volatility_kcp,volume_em,volume_vpt,momentum_stoch_rsi,volatility_bbp,momentum_stoch,momentum_wr,volatility_dcp,momentum_rsi,momentum_uo,trend_cci,volatility_kchi,momentum_roc,volatility_bbhi,volume_fi,trend_adx_pos,volume_cmf,momentum_ppo_hist,momentum_stoch_rsi_k,trend_vortex_ind_pos,volume_mfi,momentum_stoch_signal,trend_vortex_ind_diff,trend_psar_up_indicator,trend_macd_diff,trend_stc,volume_sma_em,trend_aroon_ind,momentum_tsi,trend_aroon_down,trend_vortex_ind_neg,trend_psar_down_indicator,trend_adx_neg,volatility_bbli
2014-11-27,5.912610752097725,369.6700134277344,0.0035228975123793305,-0.006765168331242069,0.5013270784962156,-40.468160503916714,-314946.60124061326,0.38899728261682903,0.4255092101829505,34.01385271961361,-65.98614728038639,0.23939674817945683,50.14936882221637,36.66162158490634,-25.338078609839403,0.0,-1.7182704663627781,0.0,-1433540.3578445714,31.434776430288192,-0.12180534494204166,-0.22863952155994643,0.30423094474319495,0.8773637883377052,52.85956370572645,27.71061361173447,-0.4108386895287546,0.0,-0.8555568096617439,24.373770029543046,-502.85367364415845,36.0,-0.527280261020742,4.0,1.2882024778664598,0.0,20.285279646805826,0.0
2014-11-28,5.930777243082613,376.4469909667969,0.018166490984887318,0.007878425141265919,0.7269501521018537,-52.12165066647316,451539.59849063563,0.7486931536227907,0.49053522163943675,48.927911249808936,-51.072088750191064,0.2861985202696479,52.80227702973081,41.529879471705826,-25.087305001619534,0.0,-2.9480609816573677,0.0,20986667.564718604,28.618221088794975,-0.10336183657838584,-0.09400323608588951,0.453028939374545,0.9016461190262701,61.658211880609656,34.80420974297637,-0.2318461890268655,0.0,-0.3544600704607732,46.50705616442886,-281.22509180737455,32.0,0.152113143215401,4.0,1.1334923080531356,0.0,22.078843234109293,0.0
2014-11-29,5.928234495722248,375.4909973144531,-0.00254274736036475,-0.012830813203986149,0.7003535080453898,927.4761937384205,381620.23405369074,0.7141798053089968,0.46912792788078367,47.48134298204742,-52.51865701795258,0.2777369757825227,52.37881848041561,42.428150126719515,-1.9465455249529136,0.0,-3.0760832276124033,0.0,15888718.483905012,28.744926750579612,-0.16812936173484272,-0.025725339268643288,0.6172900805162055,1.0033866634674975,66.75837023389644,43.47436898382333,-0.0667379767624352,0.0,-0.0990789685115363,68.20473413494014,0.6312886232257061,28.0,0.6100032073578421,4.0,1.0701246402299327,0.0,20.806230716616266,0.0
2014-11-30,5.935018518764988,378.0469970703125,0.00678402304273984,-0.0035040428008815596,0.7645128651316165,-196.00151008575477,23540.7473457359,0.8131338772088901,0.4962334975692388,51.348971318456975,-48.651028681543025,0.3003602490545387,53.4536354228062,38.458363752731614,-7.661972317516398,0.0,0.7593321494965874,0.0,16976185.328384824,27.71875963231177,-0.18026433870205297,0.05774289080110634,0.7586689453802258,0.9935488169296052,63.43809399264982,49.25274185010445,-0.039104347670945394,0.0,0.21325786861517448,84.10236706747007,40.733569672544135,20.000000000000004,1.277896585690803,8.0,1.0326531646005506,0.0,20.063467654398494,0.0
2014-12-01,5.938182421351023,379.2449951171875,0.00316390258603505,-0.007124163257586349,0.718714007858695,133.61138849120394,99863.2735189762,1.0,0.5047748162187425,69.4479097544791,-30.5520902455209,0.3109637857456766,53.97793609407676,37.189320561476904,-0.653903992651326,0.0,-0.34423344426066155,0.0,16564166.142242797,27.393189596147433,-0.18968816102538638,0.12276807457526129,0.842437894172629,0.9948926856131105,59.28754808652233,56.092741351661175,-0.12503551586886663,0.0,0.4577696896728307,92.05118353373504,-12.44335662604007,20.0,1.977937371694894,4.0,1.1199282014819771,0.0,19.494893324571645,0.0
2014-12-02,5.943625811595421,381.31500244140625,0.005443390244398216,-0.004844675599223183,0.7159874487941029,39.20534475587512,104762.05507814008,1.0,0.575744690088878,73.53972371357905,-26.460276286420946,0.3292855172965195,54.922763294823625,43.371865232766424,15.534005226737412,0.0,6.560196273126868,0.0,17854110.63011855,26.834137954384573,-0.28203640598152546,0.18730680244597753,0.9377112924029634,1.0317046598953985,68.80147176436581,64.77886826217171,-0.007939680055707665,0.0,0.7015586361382709,96.02559176686752,47.406126154183085,16.0,2.8162419579533724,4.0,1.0396443399511062,0.0,18.983315444838333,0.0
2014-12-03,5.9269527183225,375.010009765625,-0.01667309327292088,-0.02696115911654228,0.4338604817738371,-147.34377844953497,-153090.64179711143,0.6935187211802003,0.5115366181755104,61.07655184894734,-38.92344815105266,0.41120580556805575,51.457528941217156,42.23042554011677,9.869230832513024,0.0,6.886748214926743,0.0,3287918.7123602647,25.808891706498176,-0.29818366052957673,0.10514521182264869,0.8978395737267334,1.0008256783524785,62.74017323139521,68.0213951056685,-0.015033666851609784,0.0,0.39604275088241625,98.01279588343377,44.34112946885234,-36.0,2.7205208179692733,52.0,1.0158593452040883,0.0,19.806103699112626,0.0
2014-12-04,5.912432172788533,369.60400390625,-0.014520545533967422,-0.024808611377588823,0.22258137125755875,-410.8798945610409,-430030.12290301744,0.44297387272227773,0.4099699260665429,50.39042046208602,-49.60957953791398,0.38573399047535045,48.6247405264116,41.657524201574596,-24.511472120024084,0.0,4.727414100569822,0.0,-8402798.637173343,24.54132503569113,-0.3158760192000793,-0.0494066419052146,0.7121641979674926,1.0576334571405968,65.3906701668289,61.66889867487081,0.041005748558583965,0.0,-0.18128253666164884,96.9417274599885,92.06473058567096,-36.0,1.9265401722488136,48.0,1.0166277085820128,0.0,21.80243979778473,0.0
2014-12-05,5.931857854901341,376.85400390625,0.01942568211280804,0.009137616269186641,0.561949332554361,-64.87104291079815,88346.5897461164,0.7609827074322811,0.5961405450041187,59.27484275678416,-40.72515724321584,0.49543785634892745,52.40863930689069,40.77214598176173,-3.2340766044766203,0.0,2.5249422315268744,0.0,8521608.310994275,23.038713939501935,-0.2623799369533525,-0.02531427646800999,0.6324917671115864,1.1153271077932838,75.68876343645422,56.91393835593917,0.23194426410386038,0.0,-0.09061843940032288,97.59765087662072,148.07123515047303,-36.0,2.1987757909404584,44.0,0.8833828436894234,0.0,21.38028829829784,0.0
2014-12-06,5.926352537989902,374.7850036621094,-0.00550531691143874,-0.01579338275506014,0.45016760517497806,237.90359632426802,259317.43793912913,0.4166155540974056,0.5635692682460777,52.03972297100661,-47.96027702899339,0.46413063906953417,51.24859477179165,44.74440219955177,9.092653353914487,0.0,-0.561419924322437,0.0,5232480.724957984,22.22052639963833,-0.2851548367722965,-0.04943554887684809,0.5401907114173214,1.1108589523503616,74.86241368522093,53.90166206329227,0.18842406865047878,0.0,-0.18053458558520674,98.61571455856091,120.2410396065541,-36.0,2.13925133077209,40.0,0.9224348836998828,0.0,20.620997413819893,0.0
2014-12-07,5.927179330474657,375.0950012207031,0.0008267924847551456,-0.009461273358866254,0.44351206458814396,4.042882113643648,-33113.03470960429,0.4441634715743574,0.5957062045754692,45.90855167385277,-54.09144832614723,0.6124455570971828,51.42209218328383,43.25436852445665,21.001931039554066,0.0,-0.06740164542945702,0.0,4772468.571570432,21.883978986912965,-0.2630254608203161,-0.06180370069151225,0.5405872443680146,1.1227061882847325,73.89119032527918,52.40770580054785,0.15595888958814697,0.0,-0.22668782014236522,99.30785727928046,85.95574766717597,-32.0,2.13171157644664,36.0,0.9667472986965855,0.0,20.308676130218323,0.0
2014-12-08,5.89139278956447,361.90899658203125,-0.03578654091018674,-0.04607460675380814,-0.2215264065944593,-435.99404331804834,-658991.1486092258,0.0,0.23300240694409982,9.529354412570756,-90.47064558742925,0.3517958617361404,44.21421448630763,36.514317193905086,-61.29478113555271,0.0,-1.753942671986856,0.0,-31509076.347920794,20.32954960841818,-0.27040877235429417,-0.2965106073471919,0.2869263418905877,0.9696140560533714,63.00303789734319,35.82587635247672,-0.10141127034882091,0.0,-1.1037585444107938,49.65392863964023,-16.00122538921082,-28.0,0.18439431577907334,32.0,1.0710253264021923,0.0,24.586047129669268,0.0
2014-12-09,5.8642531245926754,352.218994140625,-0.027139664971794986,-0.037427730815416387,-0.568153281886804,-822.7340146849764,-1545663.037810252,0.0,0.02985897565207629,17.04103449164112,-82.95896550835887,0.16025215660252157,39.799243726384624,37.503115648031304,-167.5221859492649,0.0,-4.720701883632987,0.0,-72572247.63537602,18.515362218169418,-0.2813637986588914,-0.6001255534145062,0.1480544905247858,0.8082809795405418,48.80113539113446,24.159646859354883,-0.3950119651803642,0.0,-2.2300323751057243,24.826964319820114,-118.40238920987622,-20.000000000000004,-2.8318307181822164,28.000000000000004,1.203292944720906,0.0,30.73415065344472,0.0
2014-12-10,5.847493104127893,346.364990234375,-0.01676002046478242,-0.027048086308403822,-0.7565361078435459,-169.80501734262234,-1154336.5902187456,0.0,-0.05165630422281918,3.315359098311624,-96.68464090168838,0.04453519937262472,37.37140860173725,36.71564601332903,-178.39846193629612,0.0,-7.991032324409028,0.0,-75943043.6832799,17.942455465383564,-0.2689946872262009,-0.866090978071314,0.0,0.870105713570678,49.55600854998348,9.961916000841171,-0.29894164151132574,0.0,-3.2035735899642437,12.413482159910057,-71.2842647928396,-96.0,-6.129951794278741,100.0,1.1690473550820037,0.0,29.78316723529601,1.0
2014-12-11,5.8593778588607535,350.5060119628906,0.011884754732860436,0.0015966888892390372,-0.2579480629561891,47.75697491590459,114703.39733710198,0.15845950343182072,0.05012148367338837,24.044818424269085,-75.95518157573092,0.20992909890800535,40.152587550959474,41.330824369968674,-161.9852406063614,0.0,-6.653950568790587,0.0,-45908506.302238666,20.362979292100352,-0.26137288038151246,-0.9189131046184439,0.05281983447727357,0.8228458861277057,54.43859820011315,14.800404004740614,-0.25298131041213723,0.0,-3.385189542919335,6.206741079955028,-64.98246940570951,-92.0,-8.156806638054798,96.0,1.075827196539843,0.0,26.471933451380096,0.0
2014-12-12,5.865169741930343,352.5419921875,0.005791883069589332,-0.004496182774032067,-0.044884859377238163,23.403963298989524,486426.02028915606,0.23679316270386147,0.10076631433564853,28.213661733498967,-71.78633826650103,0.2463261930325329,41.527449389250435,37.37669280159098,-143.06959536184416,0.0,-6.746516988751231,0.0,-34408591.570480525,19.972227670307863,-0.1912157061074816,-0.8685050364594613,0.13175088871189408,0.9372061957769146,52.994552049546755,18.5246130853599,-0.26736707084090316,0.0,-3.1875447747919,3.103370539977514,-59.58778269389074,-32.0,-9.48219297707085,92.0,1.2045732666178177,0.0,25.963955184559268,0.0
