time,open,high,low,close,MA,Smoothing Line,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,OnBalanceVolume,Smoothing Line,ADX
2017-08-17T03:00:00+03:00,4261.48,4485.39,4200.74,4285.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-08-18T03:00:00+03:00,4285.08,4371.52,3938.77,4108.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1199.888264,NaN,NaN
2017-08-19T03:00:00+03:00,4108.37,4184.69,3850,4139.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-818.578501,NaN,NaN
2017-08-20T03:00:00+03:00,4120.98,4211.08,4032.62,4086.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1285.661523,NaN,NaN
2017-08-21T03:00:00+03:00,4069.13,4119.62,3911.79,4016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1977.404583,NaN,NaN
2017-08-22T03:00:00+03:00,4016,4104.82,3400,4040,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1010.719725,-1258.4505192000001,NaN
2017-08-23T03:00:00+03:00,4040,4265.8,4013.89,4114.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9.58316000000002,-1020.3894984000001,NaN
2017-08-24T03:00:00+03:00,4147,4371.68,4085.01,4316.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,777.835593,-701.1066796,NaN
2017-08-25T03:00:00+03:00,4316.01,4453.91,4247.48,4280.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204.222853,-403.12980440000007,NaN
2017-08-26T03:00:00+03:00,4280.71,4367,4212.41,4337.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,432.330921,78.81729639999995,NaN
2017-08-27T03:00:00+03:00,4332.51,4400,4285.54,4310.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.63833599999998,297.2889086,NaN
2017-08-28T03:00:00+03:00,4310.01,4399.82,4124.54,4386.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,685.479952,436.30153100000007,NaN
2017-08-29T03:00:00+03:00,4353.65,4625.85,4313.55,4587.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1289.0249800000001,538.5394084000002,NaN
2017-08-30T03:00:00+03:00,4564.52,4647.51,4416.01,4555.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.5562090000002,593.8060796000002,NaN
2017-08-31T03:00:00+03:00,4555.14,4745.42,4555.14,4724.89,NaN,NaN,NaN,NaN,NaN,67.85827398305986,NaN,NaN,NaN,1037.5130110000002,714.8424976000002,NaN
2017-09-01T03:00:00+03:00,4689.89,4885.55,4654.88,4834.91,NaN,NaN,NaN,NaN,NaN,70.6794655907821,NaN,NaN,NaN,1598.1793770000004,1018.1507058000003,NaN
2017-09-02T03:00:00+03:00,4796.16,4939.19,4286.87,4472.14,NaN,NaN,NaN,NaN,NaN,53.884720079742976,NaN,NaN,NaN,669.0307820000004,1014.8608718000003,NaN
2017-09-03T03:00:00+03:00,4508.5,4714.76,4298.33,4509.08,NaN,NaN,NaN,NaN,NaN,55.05584599074014,NaN,NaN,NaN,1360.2469800000003,1029.1052718000005,NaN
2017-09-04T03:00:00+03:00,4505,4527.49,3972.51,4100.11,NaN,NaN,NaN,NaN,NaN,42.26003453900124,NaN,NaN,NaN,-34.3976339999997,926.1145032000004,NaN
2017-09-05T03:00:00+03:00,4106.97,4484.99,3603,4366.47,NaN,NaN,NaN,NaN,NaN,50.35319153107059,NaN,NaN,NaN,1194.5405230000003,957.5200056000006,NaN
2017-09-06T03:00:00+03:00,4366.49,4662.87,4335.26,4619.77,NaN,NaN,NaN,NaN,NaN,56.58522612592333,NaN,NaN,NaN,2001.9042490000004,1038.2649800000004,NaN
2017-09-07T03:00:00+03:00,4619.77,4788.59,4438.19,4691.61,NaN,NaN,NaN,NaN,NaN,58.18829511861674,NaN,NaN,NaN,2502.334224,1404.9256684000006,NaN
2017-09-08T03:00:00+03:00,4691.66,4735.39,4028.93,4282.8,NaN,NaN,NaN,NaN,NaN,47.450898785420655,NaN,NaN,NaN,1370.0791780000002,1406.8921080000005,NaN
2017-09-09T03:00:00+03:00,4282.8,4426.62,4150.06,4258.81,NaN,NaN,NaN,NaN,NaN,46.90392568983139,NaN,NaN,NaN,711.2962260000002,1556.0308800000005,NaN
2017-09-10T03:00:00+03:00,4258.81,4283,3801,4130.37,NaN,NaN,NaN,NaN,NaN,43.98085118876622,NaN,NaN,NaN,50.922951000000126,1327.3073656000004,NaN
